,latitude,longitude
171,-27.134955,-48.605588
172,-27.134956,-48.60559
173,-27.134959,-48.605592
174,-27.13496,-48.605594
175,-27.134962,-48.605596
176,-27.134964,-48.605598
177,-27.134966,-48.6056
178,-27.134968,-48.605603
179,-27.134971,-48.605605
180,-27.134972,-48.605607
181,-27.134974,-48.605609
182,-27.134976,-48.60561
183,-27.134977,-48.605612
184,-27.13498,-48.605615
185,-27.134982,-48.605618
186,-27.134985,-48.60562
187,-27.134986,-48.605622
188,-27.134989,-48.605625
189,-27.134991,-48.605627
190,-27.134975,-48.605641
191,-27.134976,-48.605643
192,-27.134978,-48.605645
193,-27.134979,-48.605647
194,-27.134981,-48.605649
195,-27.134982,-48.605651
196,-27.134983,-48.605653
197,-27.134985,-48.605654
198,-27.134986,-48.605656
199,-27.134987,-48.605658
200,-27.134989,-48.605661
201,-27.134991,-48.605663
202,-27.134992,-48.605665
203,-27.134994,-48.605667
204,-27.134995,-48.605669
205,-27.134996,-48.605671
206,-27.134998,-48.605673
207,-27.135,-48.605676
208,-27.135003,-48.605679
209,-27.135004,-48.605682
210,-27.135006,-48.605683
211,-27.135007,-48.605685
212,-27.135008,-48.605687
213,-27.13501,-48.605689
214,-27.135012,-48.605692
215,-27.135014,-48.605695
216,-27.135015,-48.605697
217,-27.135017,-48.605698
218,-27.135018,-48.6057
219,-27.13502,-48.605703
220,-27.135021,-48.605705
221,-27.135023,-48.605706
222,-27.135024,-48.605708
223,-27.135026,-48.605711
224,-27.135027,-48.605713
225,-27.135029,-48.605715
226,-27.135031,-48.605717
227,-27.135032,-48.605719
228,-27.135031,-48.605722
229,-27.135033,-48.605725
230,-27.135035,-48.605728
231,-27.135037,-48.605729
232,-27.135037,-48.605731
233,-27.135039,-48.605732
234,-27.135039,-48.605734
235,-27.135041,-48.605736
236,-27.135042,-48.605738
237,-27.135044,-48.605739
238,-27.135044,-48.605741
239,-27.135047,-48.605744
240,-27.135048,-48.605746
241,-27.13505,-48.605748
242,-27.135051,-48.60575
243,-27.135052,-48.605752
244,-27.135055,-48.605755
245,-27.135057,-48.605758
246,-27.135059,-48.605761
247,-27.135061,-48.605763
248,-27.135062,-48.605765
249,-27.135063,-48.605767
250,-27.135065,-48.605769
251,-27.135066,-48.605771
252,-27.135068,-48.605773
253,-27.135071,-48.605777
254,-27.135072,-48.605779
255,-27.135073,-48.605781
256,-27.135075,-48.605783
257,-27.135076,-48.605785
258,-27.135078,-48.605786
259,-27.135078,-48.605788
260,-27.13508,-48.60579
261,-27.135082,-48.605793
262,-27.135084,-48.605795
263,-27.135086,-48.605798
264,-27.135087,-48.6058
265,-27.135089,-48.605802
266,-27.135087,-48.6058
267,-27.135088,-48.605802
268,-27.13509,-48.605805
269,-27.135092,-48.605807
270,-27.135093,-48.605809
271,-27.135095,-48.605811
272,-27.135096,-48.605813
273,-27.135098,-48.605816
274,-27.1351,-48.605818
275,-27.135101,-48.60582
276,-27.135103,-48.605822
277,-27.135104,-48.605824
278,-27.135105,-48.605826
279,-27.135108,-48.605829
280,-27.13511,-48.605832
281,-27.135112,-48.605834
282,-27.135113,-48.605836
283,-27.135115,-48.605838
284,-27.135116,-48.60584
285,-27.135117,-48.605842
286,-27.135119,-48.605845
287,-27.135121,-48.605848
288,-27.135123,-48.60585
289,-27.135124,-48.605852
290,-27.135126,-48.605854
291,-27.135127,-48.605856
292,-27.135129,-48.605857
293,-27.135131,-48.60586
294,-27.135132,-48.605862
295,-27.135133,-48.605864
296,-27.135135,-48.605866
297,-27.135136,-48.605868
298,-27.135138,-48.60587
299,-27.135139,-48.605872
300,-27.135142,-48.605876
301,-27.13515,-48.605879
302,-27.135153,-48.605882
303,-27.135154,-48.605884
304,-27.135156,-48.605886
305,-27.135157,-48.605888
306,-27.13516,-48.605891
307,-27.135161,-48.605893
308,-27.135163,-48.605895
309,-27.135165,-48.605898
310,-27.135167,-48.6059
311,-27.135168,-48.605902
312,-27.135169,-48.605904
313,-27.135171,-48.605905
314,-27.135172,-48.605907
315,-27.135174,-48.605909
316,-27.135175,-48.605911
317,-27.135177,-48.605913
318,-27.135178,-48.605915
319,-27.135181,-48.605918
320,-27.135182,-48.60592
321,-27.135184,-48.605922
322,-27.135186,-48.605924
323,-27.135187,-48.605926
324,-27.135189,-48.605929
325,-27.135191,-48.60593
326,-27.135192,-48.605932
327,-27.135193,-48.605934
328,-27.135195,-48.605936
329,-27.135196,-48.605938
330,-27.135198,-48.60594
331,-27.1352,-48.605942
332,-27.135201,-48.605944
333,-27.135203,-48.605946
334,-27.135204,-48.605948
335,-27.135206,-48.60595
336,-27.135208,-48.605953
337,-27.135211,-48.605956
338,-27.135213,-48.605959
339,-27.135199,-48.605957
340,-27.1352,-48.60596
341,-27.135202,-48.605963
342,-27.135204,-48.605966
343,-27.135206,-48.605968
344,-27.135207,-48.60597
345,-27.13521,-48.605974
346,-27.135211,-48.605976
347,-27.135213,-48.605979
348,-27.135215,-48.605982
349,-27.135217,-48.605985
350,-27.135219,-48.605987
351,-27.13522,-48.605989
352,-27.135222,-48.605992
353,-27.135224,-48.605995
354,-27.135226,-48.605998
355,-27.135228,-48.606001
356,-27.135229,-48.606003
357,-27.135231,-48.606005
358,-27.135233,-48.606008
359,-27.135235,-48.606011
360,-27.135237,-48.606014
361,-27.135239,-48.606017
362,-27.13524,-48.606019
363,-27.135242,-48.606022
364,-27.135244,-48.606024
365,-27.135245,-48.606027
366,-27.135247,-48.606028
367,-27.135247,-48.60603
368,-27.135249,-48.606032
369,-27.13525,-48.606034
370,-27.135252,-48.606036
371,-27.135253,-48.606038
372,-27.135249,-48.606037
373,-27.13525,-48.606039
374,-27.135251,-48.606041
375,-27.135253,-48.606044
376,-27.135255,-48.606046
377,-27.135256,-48.606048
378,-27.135257,-48.60605
379,-27.135259,-48.606053
380,-27.13526,-48.606055
381,-27.135261,-48.606057
382,-27.135263,-48.60606
383,-27.135264,-48.606062
384,-27.135266,-48.606064
385,-27.135267,-48.606067
386,-27.135269,-48.60607
387,-27.13527,-48.606072
388,-27.135271,-48.606074
389,-27.135273,-48.606077
390,-27.135274,-48.606079
391,-27.135275,-48.606081
392,-27.135277,-48.606084
393,-27.135279,-48.606087
394,-27.13528,-48.60609
395,-27.135281,-48.606092
396,-27.135283,-48.606094
397,-27.135284,-48.606096
398,-27.135285,-48.606098
399,-27.135286,-48.606101
400,-27.135288,-48.606104
401,-27.13529,-48.606107
402,-27.135291,-48.606109
403,-27.135292,-48.606111
404,-27.135293,-48.606113
405,-27.135294,-48.606115
406,-27.135295,-48.606118
407,-27.135295,-48.606114
408,-27.135297,-48.606117
409,-27.135298,-48.606119
410,-27.135299,-48.606121
411,-27.1353,-48.606123
412,-27.135301,-48.606125
413,-27.135302,-48.606127
414,-27.135303,-48.606129
415,-27.135304,-48.606131
416,-27.135305,-48.606133
417,-27.135306,-48.606135
418,-27.135307,-48.606137
419,-27.135308,-48.606139
420,-27.135309,-48.606141
421,-27.13531,-48.606144
422,-27.135312,-48.606146
423,-27.135312,-48.606148
424,-27.135314,-48.606151
425,-27.135315,-48.606153
426,-27.135316,-48.606156
427,-27.135317,-48.606158
428,-27.135319,-48.606161
429,-27.135319,-48.606163
430,-27.135321,-48.606165
431,-27.135322,-48.606168
432,-27.135323,-48.60617
433,-27.135324,-48.606173
434,-27.135325,-48.606175
435,-27.135326,-48.606177
436,-27.135328,-48.60618
437,-27.135329,-48.606183
438,-27.13533,-48.606185
439,-27.13533,-48.606187
440,-27.135331,-48.606189
441,-27.135332,-48.606191
442,-27.135333,-48.606193
443,-27.135334,-48.606195
444,-27.135336,-48.606198
445,-27.135337,-48.606201
446,-27.135329,-48.606165
447,-27.13533,-48.606168
448,-27.135331,-48.60617
449,-27.135332,-48.606172
450,-27.135333,-48.606174
451,-27.135334,-48.606176
452,-27.135336,-48.606179
453,-27.135336,-48.606181
454,-27.135338,-48.606184
455,-27.135339,-48.606186
456,-27.13534,-48.606188
457,-27.13534,-48.60619
458,-27.135342,-48.606192
459,-27.135343,-48.606195
460,-27.135344,-48.606198
461,-27.135345,-48.6062
462,-27.135346,-48.606202
463,-27.135347,-48.606204
464,-27.135348,-48.606206
465,-27.135348,-48.606208
466,-27.13535,-48.606211
467,-27.135351,-48.606214
468,-27.135352,-48.606217
469,-27.135353,-48.606219
470,-27.135354,-48.606221
471,-27.135354,-48.606223
472,-27.135355,-48.606225
473,-27.135356,-48.606227
474,-27.135357,-48.606231
475,-27.135358,-48.606233
476,-27.135358,-48.606206
477,-27.135358,-48.606208
478,-27.13536,-48.60621
479,-27.135361,-48.606212
480,-27.135362,-48.606214
481,-27.135363,-48.606216
482,-27.135363,-48.606218
483,-27.135365,-48.606221
484,-27.135366,-48.606223
485,-27.135367,-48.606225
486,-27.135368,-48.606227
487,-27.135369,-48.606229
488,-27.135371,-48.606231
489,-27.135372,-48.606233
490,-27.135373,-48.606235
491,-27.135374,-48.606237
492,-27.135376,-48.606239
493,-27.135377,-48.606241
494,-27.135378,-48.606243
495,-27.135379,-48.606245
496,-27.135381,-48.606246
497,-27.135382,-48.606248
498,-27.135383,-48.60625
499,-27.135384,-48.606252
500,-27.135386,-48.606254
501,-27.135378,-48.606234
502,-27.135379,-48.606236
503,-27.135381,-48.606237
504,-27.135382,-48.606239
505,-27.135384,-48.60624
506,-27.135385,-48.606242
507,-27.135387,-48.606243
508,-27.135388,-48.606245
509,-27.13539,-48.606246
510,-27.135391,-48.606248
511,-27.135393,-48.606249
512,-27.135395,-48.60625
513,-27.135397,-48.606252
514,-27.135399,-48.606253
515,-27.135401,-48.606255
516,-27.135403,-48.606256
517,-27.135405,-48.606257
518,-27.135406,-48.606259
519,-27.135408,-48.60626
520,-27.135384,-48.606243
521,-27.135386,-48.606244
522,-27.135388,-48.606245
523,-27.13539,-48.606246
524,-27.135392,-48.606247
525,-27.135394,-48.606248
526,-27.135396,-48.606248
527,-27.135398,-48.606248
528,-27.1354,-48.606248
529,-27.135402,-48.606248
530,-27.135404,-48.606248
531,-27.135406,-48.606248
532,-27.135408,-48.606248
533,-27.135398,-48.606261
534,-27.1354,-48.606262
535,-27.135402,-48.606262
536,-27.135404,-48.606262
537,-27.135406,-48.606261
538,-27.135408,-48.606261
539,-27.13541,-48.606261
540,-27.135412,-48.60626
541,-27.135414,-48.60626
542,-27.135416,-48.606259
543,-27.135418,-48.606259
544,-27.13542,-48.606258
545,-27.135422,-48.606258
546,-27.135424,-48.606257
547,-27.135426,-48.606256
548,-27.135428,-48.606256
549,-27.13543,-48.606255
550,-27.135433,-48.606254
551,-27.135424,-48.6063
552,-27.135426,-48.606301
553,-27.135428,-48.606301
554,-27.13543,-48.606302
555,-27.135433,-48.606302
556,-27.135435,-48.606303
557,-27.135437,-48.606303
558,-27.135439,-48.606303
559,-27.135442,-48.606303
560,-27.135445,-48.606304
561,-27.135447,-48.606304
562,-27.135449,-48.606304
563,-27.135451,-48.606304
564,-27.135453,-48.606304
565,-27.135455,-48.606304
566,-27.135458,-48.606304
567,-27.13546,-48.606304
568,-27.135462,-48.606304
569,-27.135464,-48.606304
570,-27.135466,-48.606304
571,-27.135468,-48.606304
572,-27.135464,-48.606357
573,-27.135466,-48.606358
574,-27.135468,-48.606359
575,-27.13547,-48.606361
576,-27.135472,-48.606362
577,-27.135474,-48.606363
578,-27.135476,-48.606364
579,-27.135478,-48.606365
580,-27.13548,-48.606366
581,-27.135482,-48.606367
582,-27.135484,-48.606368
583,-27.135486,-48.606369
584,-27.135488,-48.60637
585,-27.13549,-48.606371
586,-27.135492,-48.606372
587,-27.135494,-48.606373
588,-27.135496,-48.606374
589,-27.135498,-48.606375
590,-27.1355,-48.606375
591,-27.135502,-48.606376
592,-27.135504,-48.606377
593,-27.135507,-48.606378
594,-27.13551,-48.606379
595,-27.135512,-48.60638
596,-27.135514,-48.606381
597,-27.135516,-48.606381
598,-27.135519,-48.606382
599,-27.135499,-48.606412
600,-27.135501,-48.606414
601,-27.135503,-48.606415
602,-27.135505,-48.606417
603,-27.135507,-48.606418
604,-27.135508,-48.60642
605,-27.13551,-48.606421
606,-27.135512,-48.606422
607,-27.135514,-48.606424
608,-27.135516,-48.606425
609,-27.135518,-48.606427
610,-27.13552,-48.606428
611,-27.135521,-48.60643
612,-27.135523,-48.606431
613,-27.135525,-48.606432
614,-27.135527,-48.606433
615,-27.135529,-48.606435
616,-27.135532,-48.606437
617,-27.135534,-48.606438
618,-27.135536,-48.60644
619,-27.135538,-48.606441
620,-27.13554,-48.606442
621,-27.135542,-48.606443
622,-27.135544,-48.606445
623,-27.135539,-48.606476
624,-27.135542,-48.606479
625,-27.135543,-48.606481
626,-27.135545,-48.606483
627,-27.135547,-48.606485
628,-27.135548,-48.606487
629,-27.135551,-48.606489
630,-27.135552,-48.606491
631,-27.135555,-48.606494
632,-27.135557,-48.606496
633,-27.135559,-48.606498
634,-27.135561,-48.6065
635,-27.135562,-48.606502
636,-27.135564,-48.606503
637,-27.135565,-48.606505
638,-27.135567,-48.606507
639,-27.135569,-48.606508
640,-27.13557,-48.60651
641,-27.135572,-48.606511
642,-27.135574,-48.606513
643,-27.135575,-48.606515
644,-27.135577,-48.606517
645,-27.135579,-48.606519
646,-27.135581,-48.60652
647,-27.135583,-48.606522
648,-27.135585,-48.606524
649,-27.135587,-48.606526
650,-27.135577,-48.606533
651,-27.135579,-48.606535
652,-27.13558,-48.606537
653,-27.135582,-48.606538
654,-27.135583,-48.60654
655,-27.135585,-48.606542
656,-27.135586,-48.606544
657,-27.135588,-48.606545
658,-27.135589,-48.606547
659,-27.13559,-48.606549
660,-27.135592,-48.60655
661,-27.135594,-48.606552
662,-27.135595,-48.606554
663,-27.135597,-48.606556
664,-27.135598,-48.606558
665,-27.1356,-48.606559
666,-27.135601,-48.606561
667,-27.135603,-48.606563
668,-27.135605,-48.606565
669,-27.135606,-48.606567
670,-27.135608,-48.606569
671,-27.13561,-48.606571
672,-27.135612,-48.606573
673,-27.135613,-48.606575
674,-27.135615,-48.606576
675,-27.135616,-48.606578
676,-27.135618,-48.60658
677,-27.13562,-48.606583
678,-27.135626,-48.606604
679,-27.135628,-48.606607
680,-27.13563,-48.606609
681,-27.135631,-48.606611
682,-27.135632,-48.606613
683,-27.135634,-48.606615
684,-27.135635,-48.606617
685,-27.135637,-48.606619
686,-27.135638,-48.606621
687,-27.135639,-48.606623
688,-27.135641,-48.606625
689,-27.135642,-48.606627
690,-27.135644,-48.606629
691,-27.135646,-48.606632
692,-27.135647,-48.606634
693,-27.135648,-48.606636
694,-27.13565,-48.606637
695,-27.135651,-48.60664
696,-27.135653,-48.606642
697,-27.135655,-48.606645
698,-27.135656,-48.606647
699,-27.135657,-48.606649
700,-27.135659,-48.606651
701,-27.135661,-48.606654
702,-27.135662,-48.606656
703,-27.135664,-48.606659
704,-27.135665,-48.606661
705,-27.135667,-48.606663
706,-27.135668,-48.606665
707,-27.13567,-48.606667
708,-27.135671,-48.606669
709,-27.135678,-48.606668
710,-27.13568,-48.606669
711,-27.135681,-48.606671
712,-27.135682,-48.606673
713,-27.135684,-48.606675
714,-27.135685,-48.606677
715,-27.135688,-48.60668
716,-27.135689,-48.606682
717,-27.135692,-48.606686
718,-27.135693,-48.606688
719,-27.135694,-48.60669
720,-27.135697,-48.606693
721,-27.135698,-48.606695
722,-27.1357,-48.606698
723,-27.135702,-48.606701
724,-27.135704,-48.606702
725,-27.135704,-48.606704
726,-27.135706,-48.606705
727,-27.135707,-48.606707
728,-27.135709,-48.60671
729,-27.13571,-48.606712
730,-27.135712,-48.606714
731,-27.135713,-48.606716
732,-27.135715,-48.606718
733,-27.135716,-48.60672
734,-27.135718,-48.606723
735,-27.13572,-48.606726
736,-27.135722,-48.606728
737,-27.135723,-48.60673
738,-27.135724,-48.606736
739,-27.135725,-48.606738
740,-27.135727,-48.606741
741,-27.135729,-48.606744
742,-27.13573,-48.606746
743,-27.135731,-48.606748
744,-27.135733,-48.60675
745,-27.135734,-48.606753
746,-27.135736,-48.606754
747,-27.135738,-48.606757
748,-27.135739,-48.606759
749,-27.13574,-48.606761
750,-27.135741,-48.606763
751,-27.135743,-48.606766
752,-27.135745,-48.606768
753,-27.135746,-48.606771
754,-27.135748,-48.606774
755,-27.135749,-48.606776
756,-27.135751,-48.606778
757,-27.135752,-48.60678
758,-27.135753,-48.606782
759,-27.135755,-48.606785
760,-27.135757,-48.606788
761,-27.135758,-48.60679
762,-27.13576,-48.606793
763,-27.135762,-48.606796
764,-27.135764,-48.606799
765,-27.135766,-48.606802
766,-27.135774,-48.606807
767,-27.135774,-48.606809
768,-27.135776,-48.606811
769,-27.135778,-48.606814
770,-27.135779,-48.606816
771,-27.135781,-48.606819
772,-27.135782,-48.606821
773,-27.135785,-48.606825
774,-27.135786,-48.606827
775,-27.135788,-48.606831
776,-27.13579,-48.606834
777,-27.135792,-48.606836
778,-27.135794,-48.60684
779,-27.135795,-48.606842
780,-27.135797,-48.606845
781,-27.135798,-48.606847
782,-27.135799,-48.606849
783,-27.135801,-48.606851
784,-27.135802,-48.606854
785,-27.135804,-48.606857
786,-27.135806,-48.60686
787,-27.135807,-48.606862
788,-27.135809,-48.606866
789,-27.13581,-48.606868
790,-27.135811,-48.60687
791,-27.135813,-48.606872
792,-27.135814,-48.606875
793,-27.135815,-48.606877
794,-27.135817,-48.60688
795,-27.135819,-48.606883
796,-27.135819,-48.606885
797,-27.135818,-48.606878
798,-27.135819,-48.60688
799,-27.13582,-48.606882
800,-27.135821,-48.606884
801,-27.135823,-48.606887
802,-27.135824,-48.606889
803,-27.135826,-48.606893
804,-27.135827,-48.606895
805,-27.135829,-48.606898
806,-27.13583,-48.6069
807,-27.135831,-48.606902
808,-27.135832,-48.606904
809,-27.135834,-48.606907
810,-27.135835,-48.606909
811,-27.135836,-48.606911
812,-27.135837,-48.606913
813,-27.135838,-48.606915
814,-27.135839,-48.606917
815,-27.13584,-48.606919
816,-27.135841,-48.606921
817,-27.135842,-48.606923
818,-27.135843,-48.606926
819,-27.135845,-48.606929
820,-27.135846,-48.606931
821,-27.135848,-48.606935
822,-27.135849,-48.606937
823,-27.13585,-48.60694
824,-27.135852,-48.606944
825,-27.135854,-48.606947
826,-27.135856,-48.606951
827,-27.135857,-48.606953
828,-27.135856,-48.606936
829,-27.135857,-48.606938
830,-27.135858,-48.60694
831,-27.13586,-48.606942
832,-27.135861,-48.606944
833,-27.135862,-48.606946
834,-27.135864,-48.606949
835,-27.135865,-48.606951
836,-27.135866,-48.606953
837,-27.135867,-48.606955
838,-27.135869,-48.606957
839,-27.135869,-48.606959
840,-27.135871,-48.606961
841,-27.135872,-48.606963
842,-27.135873,-48.606965
843,-27.135874,-48.606967
844,-27.135875,-48.606969
845,-27.135876,-48.606971
846,-27.135877,-48.606973
847,-27.135879,-48.606976
848,-27.13588,-48.606978
849,-27.135882,-48.60698
850,-27.135883,-48.606982
851,-27.135884,-48.606984
852,-27.135885,-48.606986
853,-27.135887,-48.606989
854,-27.135888,-48.606991
855,-27.135889,-48.606994
856,-27.135891,-48.606997
857,-27.135893,-48.607
858,-27.13591,-48.607008
859,-27.135912,-48.60701
860,-27.135914,-48.607013
861,-27.135916,-48.607016
862,-27.135918,-48.607019
863,-27.13592,-48.607021
864,-27.135921,-48.607023
865,-27.135924,-48.607027
866,-27.135926,-48.60703
867,-27.135927,-48.607032
868,-27.13593,-48.607035
869,-27.135931,-48.607037
870,-27.135933,-48.60704
871,-27.135934,-48.607042
872,-27.135936,-48.607044
873,-27.135937,-48.607046
874,-27.135939,-48.607049
875,-27.13594,-48.607051
876,-27.135943,-48.607054
877,-27.135944,-48.607056
878,-27.135946,-48.60706
879,-27.135948,-48.607062
880,-27.135949,-48.607064
881,-27.135951,-48.607066
882,-27.135952,-48.607068
883,-27.135954,-48.60707
884,-27.135955,-48.607072
885,-27.135957,-48.607074
886,-27.135958,-48.607076
887,-27.13595,-48.607068
888,-27.135951,-48.60707
889,-27.135952,-48.607072
890,-27.135954,-48.607074
891,-27.135955,-48.607076
892,-27.135957,-48.607078
893,-27.135958,-48.607081
894,-27.13596,-48.607082
895,-27.135961,-48.607084
896,-27.135962,-48.607086
897,-27.135964,-48.607088
898,-27.135965,-48.60709
899,-27.135967,-48.607093
900,-27.135968,-48.607095
901,-27.135971,-48.607098
902,-27.135972,-48.6071
903,-27.135974,-48.607103
904,-27.135976,-48.607105
905,-27.135977,-48.607107
906,-27.13598,-48.60711
907,-27.135981,-48.607112
908,-27.135983,-48.607115
909,-27.135985,-48.607117
910,-27.135987,-48.607119
911,-27.135989,-48.607122
912,-27.135991,-48.607124
913,-27.135993,-48.607126
914,-27.135931,-48.607034
915,-27.135933,-48.607034
916,-27.135935,-48.607033
917,-27.135937,-48.607032
918,-27.135939,-48.607031
919,-27.135951,-48.607063
920,-27.135953,-48.607064
921,-27.135954,-48.607066
922,-27.135956,-48.607067
923,-27.135957,-48.607069
924,-27.135959,-48.60707
925,-27.135961,-48.607071
926,-27.135963,-48.607073
927,-27.135965,-48.607074
928,-27.135967,-48.607075
929,-27.135969,-48.607076
930,-27.135971,-48.60709
931,-27.135973,-48.607091
932,-27.135974,-48.607093
933,-27.135976,-48.607094
934,-27.135978,-48.607095
935,-27.13598,-48.607097
936,-27.135982,-48.607098
937,-27.135984,-48.607099
938,-27.135986,-48.6071
939,-27.135988,-48.607102
940,-27.13599,-48.607103
941,-27.135992,-48.607104
942,-27.135994,-48.607105
943,-27.135996,-48.607106
944,-27.135992,-48.607113
945,-27.135994,-48.607114
946,-27.135996,-48.607115
947,-27.135998,-48.607117
948,-27.136,-48.607118
949,-27.136002,-48.607119
950,-27.136004,-48.60712
951,-27.136006,-48.607121
952,-27.136008,-48.607123
953,-27.13601,-48.607124
954,-27.136012,-48.607125
955,-27.13602,-48.607153
956,-27.136021,-48.607155
957,-27.136023,-48.607156
958,-27.136023,-48.607158
959,-27.136025,-48.607159
960,-27.136026,-48.607161
961,-27.136028,-48.607163
962,-27.136029,-48.607165
963,-27.136031,-48.607167
964,-27.136032,-48.607169
965,-27.136034,-48.607171
966,-27.136035,-48.607173
967,-27.136045,-48.607175
968,-27.136046,-48.607177
969,-27.136048,-48.607178
970,-27.136049,-48.60718
971,-27.136051,-48.607181
972,-27.136053,-48.607183
973,-27.136055,-48.607185
974,-27.136056,-48.607187
975,-27.136058,-48.607188
976,-27.13606,-48.60719
977,-27.136062,-48.607192
978,-27.136064,-48.607193
979,-27.136094,-48.607191
980,-27.136096,-48.607191
981,-27.136098,-48.607192
982,-27.1361,-48.607193
983,-27.136102,-48.607194
984,-27.136104,-48.607194
985,-27.136106,-48.607195
986,-27.136108,-48.607196
987,-27.13611,-48.607197
988,-27.136112,-48.607198
989,-27.136114,-48.607198
990,-27.136116,-48.607199
991,-27.136118,-48.6072
992,-27.13612,-48.607201
993,-27.136122,-48.607202
994,-27.136124,-48.607203
995,-27.136126,-48.607203
996,-27.136128,-48.607204
997,-27.13613,-48.607205
