,latitude,longitude
18513,-27.087671,-48.61106
18514,-27.087669,-48.611057
18515,-27.087667,-48.611053
18516,-27.087666,-48.611051
18517,-27.087665,-48.611049
18518,-27.087662,-48.611045
18519,-27.087661,-48.611043
18520,-27.08766,-48.611041
18521,-27.087658,-48.611037
18522,-27.087655,-48.611033
18523,-27.087654,-48.611031
18524,-27.087651,-48.611025
18525,-27.087649,-48.611022
18526,-27.087647,-48.611019
18527,-27.08764,-48.611023
18528,-27.087639,-48.611021
18529,-27.087637,-48.611017
18530,-27.087636,-48.611015
18531,-27.087632,-48.611008
18532,-27.087631,-48.611006
18533,-27.087627,-48.611001
18534,-27.087626,-48.610998
18535,-27.087623,-48.610994
18536,-27.087622,-48.610992
18537,-27.08762,-48.610989
18538,-27.087619,-48.610987
18539,-27.087617,-48.610983
18540,-27.087616,-48.610981
18541,-27.087614,-48.610979
18542,-27.087614,-48.610977
18543,-27.087612,-48.610974
18544,-27.087611,-48.610972
18545,-27.087607,-48.610965
18546,-27.087605,-48.610963
18547,-27.087602,-48.610958
18548,-27.087601,-48.610956
18549,-27.087598,-48.61095
18550,-27.087596,-48.610947
18551,-27.087594,-48.610945
18552,-27.087592,-48.61094
18553,-27.087591,-48.610938
18554,-27.087589,-48.610936
18555,-27.087587,-48.610932
18556,-27.087586,-48.61093
18557,-27.087582,-48.610923
18558,-27.087581,-48.610921
18559,-27.087578,-48.610916
18560,-27.087577,-48.610914
18561,-27.087572,-48.610907
18562,-27.087572,-48.610905
18563,-27.08757,-48.610902
18564,-27.087568,-48.610899
18565,-27.087567,-48.610897
18566,-27.087564,-48.610892
18567,-27.087562,-48.610889
18568,-27.087558,-48.610882
18569,-27.087557,-48.61088
18570,-27.087555,-48.610878
18571,-27.087555,-48.610876
18572,-27.087553,-48.610874
18573,-27.087552,-48.610872
18574,-27.087548,-48.610865
18575,-27.087547,-48.610863
18576,-27.087545,-48.610859
18577,-27.087544,-48.610857
18578,-27.087542,-48.610855
18579,-27.087539,-48.610849
18580,-27.087538,-48.610847
18581,-27.087537,-48.610845
18582,-27.087534,-48.610841
18583,-27.087533,-48.610838
18584,-27.08753,-48.610834
18585,-27.087529,-48.610832
18586,-27.087528,-48.61083
18587,-27.087525,-48.610824
18588,-27.087523,-48.610821
18589,-27.087522,-48.610819
18590,-27.08752,-48.610817
18591,-27.087519,-48.610815
18592,-27.087517,-48.610812
18593,-27.087511,-48.610809
18594,-27.087509,-48.610807
18595,-27.087508,-48.610805
18596,-27.087507,-48.610803
18597,-27.087506,-48.610801
18598,-27.087504,-48.610797
18599,-27.087501,-48.610792
18600,-27.0875,-48.61079
18601,-27.087498,-48.610788
18602,-27.087496,-48.610785
18603,-27.087494,-48.610781
18604,-27.087493,-48.610778
18605,-27.087491,-48.610776
18606,-27.087489,-48.610772
18607,-27.087486,-48.610768
18608,-27.087484,-48.610763
18609,-27.087482,-48.610761
18610,-27.087481,-48.610759
18611,-27.087479,-48.610755
18612,-27.087477,-48.610751
18613,-27.087475,-48.610749
18614,-27.087474,-48.610747
18615,-27.087472,-48.610743
18616,-27.087469,-48.610738
18617,-27.087467,-48.610735
18618,-27.087466,-48.610733
18619,-27.087464,-48.61073
18620,-27.087462,-48.610726
18621,-27.087459,-48.610721
18622,-27.087458,-48.610719
18623,-27.087457,-48.610717
18624,-27.087454,-48.610712
18625,-27.087452,-48.61071
18626,-27.08745,-48.610706
18627,-27.087449,-48.610704
18628,-27.087447,-48.610702
18629,-27.087444,-48.610695
18630,-27.087442,-48.610693
18631,-27.087441,-48.610691
18632,-27.08744,-48.610689
18633,-27.087438,-48.610686
18634,-27.087434,-48.610678
18635,-27.087433,-48.610676
18636,-27.087429,-48.61067
18637,-27.087428,-48.610668
18638,-27.087425,-48.610663
18639,-27.087424,-48.610661
18640,-27.087422,-48.610659
18641,-27.087419,-48.610653
18642,-27.087418,-48.610651
18643,-27.087416,-48.610648
18644,-27.087413,-48.610644
18645,-27.087409,-48.610635
18646,-27.087407,-48.610633
18647,-27.087406,-48.610631
18648,-27.087404,-48.610627
18649,-27.0874,-48.61062
18650,-27.087399,-48.610618
18651,-27.087397,-48.610616
18652,-27.087394,-48.61061
18653,-27.087391,-48.610604
18654,-27.087389,-48.610602
18655,-27.087384,-48.610593
18656,-27.087375,-48.610598
18657,-27.087374,-48.610596
18658,-27.087373,-48.610594
18659,-27.087371,-48.610591
18660,-27.087366,-48.610583
18661,-27.087365,-48.610581
18662,-27.087364,-48.610579
18663,-27.087361,-48.610574
18664,-27.087359,-48.610572
18665,-27.087357,-48.610569
18666,-27.087355,-48.610566
18667,-27.087354,-48.610564
18668,-27.08735,-48.610558
18669,-27.08735,-48.610556
18670,-27.087348,-48.610554
18671,-27.087347,-48.610552
18672,-27.087345,-48.61055
18673,-27.087344,-48.610548
18674,-27.08734,-48.610541
18675,-27.087339,-48.610539
18676,-27.087338,-48.610537
18677,-27.087335,-48.610533
18678,-27.087334,-48.610531
18679,-27.087331,-48.610527
18680,-27.087331,-48.610525
18681,-27.087329,-48.610523
18682,-27.087325,-48.610517
18683,-27.087323,-48.610514
18684,-27.087322,-48.610512
18685,-27.08732,-48.610508
18686,-27.087315,-48.6105
18687,-27.087314,-48.610498
18688,-27.087311,-48.610494
18689,-27.08731,-48.610492
18690,-27.087308,-48.610489
18691,-27.087305,-48.610485
18692,-27.087305,-48.610483
18693,-27.087302,-48.61048
18694,-27.0873,-48.610476
18695,-27.087298,-48.610472
18696,-27.087297,-48.61047
18697,-27.087295,-48.610468
18698,-27.087294,-48.610465
18699,-27.087292,-48.610464
18700,-27.08729,-48.610459
18701,-27.087288,-48.610456
18702,-27.087287,-48.610454
18703,-27.087285,-48.610451
18704,-27.087283,-48.610449
18705,-27.087282,-48.610447
18706,-27.08728,-48.610443
18707,-27.087277,-48.610438
18708,-27.087274,-48.610434
18709,-27.087272,-48.61043
18710,-27.087271,-48.610428
18711,-27.087267,-48.610423
18712,-27.087266,-48.610421
18713,-27.087265,-48.610419
18714,-27.087262,-48.610415
18715,-27.087262,-48.610413
18716,-27.08726,-48.61041
18717,-27.087258,-48.610408
18718,-27.087254,-48.610401
18719,-27.087251,-48.610396
18720,-27.087238,-48.610384
18721,-27.087234,-48.610378
18722,-27.087233,-48.610375
18723,-27.087229,-48.610369
18724,-27.087227,-48.610367
18725,-27.087226,-48.610365
18726,-27.087224,-48.610362
18727,-27.087223,-48.61036
18728,-27.08722,-48.610355
18729,-27.087218,-48.610352
18730,-27.087215,-48.610348
18731,-27.087213,-48.610344
18732,-27.087211,-48.61034
18733,-27.087207,-48.610335
18734,-27.087206,-48.610333
18735,-27.087202,-48.610326
18736,-27.0872,-48.610324
18737,-27.087197,-48.610319
18738,-27.087196,-48.610317
18739,-27.087192,-48.610311
18740,-27.087191,-48.610309
18741,-27.087188,-48.610305
18742,-27.087185,-48.6103
18743,-27.087183,-48.610298
18744,-27.087182,-48.610296
18745,-27.08718,-48.610292
18746,-27.087175,-48.610284
18747,-27.087173,-48.610282
18748,-27.08717,-48.610277
18749,-27.087169,-48.610275
18750,-27.087164,-48.610267
18751,-27.087162,-48.610265
18752,-27.087161,-48.610262
18753,-27.087159,-48.610259
18754,-27.087158,-48.610257
18755,-27.087155,-48.610253
18756,-27.087153,-48.61025
18757,-27.087152,-48.610248
18758,-27.087148,-48.610242
18759,-27.087147,-48.61024
18760,-27.087145,-48.610238
18761,-27.087143,-48.610234
18762,-27.087137,-48.610225
18763,-27.087136,-48.610223
18764,-27.087133,-48.610219
18765,-27.087131,-48.610215
18766,-27.087127,-48.610209
18767,-27.087125,-48.610207
18768,-27.087124,-48.610205
18769,-27.087121,-48.610201
18770,-27.08712,-48.610199
18771,-27.087117,-48.610194
18772,-27.087115,-48.610191
18773,-27.087111,-48.610184
18774,-27.087108,-48.610181
18775,-27.087107,-48.610179
18776,-27.087106,-48.610177
18777,-27.087103,-48.610173
18778,-27.08711,-48.61017
18779,-27.087108,-48.610168
18780,-27.087106,-48.610165
18781,-27.087105,-48.610162
18782,-27.087102,-48.610158
18783,-27.087099,-48.610154
18784,-27.087098,-48.610152
18785,-27.087097,-48.61015
18786,-27.087095,-48.610146
18787,-27.087092,-48.610142
18788,-27.087091,-48.61014
18789,-27.087089,-48.610138
18790,-27.087087,-48.610133
18791,-27.087084,-48.610129
18792,-27.087082,-48.610125
18793,-27.08708,-48.610123
18794,-27.087079,-48.610121
18795,-27.087076,-48.610116
18796,-27.087074,-48.610113
18797,-27.087073,-48.610111
18798,-27.087072,-48.610109
18799,-27.087069,-48.610105
18800,-27.087066,-48.6101
18801,-27.087064,-48.610097
18802,-27.087063,-48.610095
18803,-27.08706,-48.610091
18804,-27.087059,-48.610088
18805,-27.087055,-48.610083
18806,-27.087054,-48.610081
18807,-27.087053,-48.610079
18808,-27.08705,-48.610074
18809,-27.087048,-48.610072
18810,-27.087046,-48.610068
18811,-27.087044,-48.610065
18812,-27.087043,-48.610063
18813,-27.087039,-48.610057
18814,-27.087038,-48.610055
18815,-27.087036,-48.610053
18816,-27.087034,-48.610049
18817,-27.087033,-48.610047
18818,-27.087029,-48.61004
18819,-27.087027,-48.610038
18820,-27.087025,-48.610035
18821,-27.087023,-48.610032
18822,-27.087019,-48.610025
18823,-27.087017,-48.610023
18824,-27.087013,-48.610015
18825,-27.08701,-48.610011
18826,-27.087007,-48.610006
18827,-27.087002,-48.609998
18828,-27.087,-48.609995
18829,-27.086999,-48.609993
18830,-27.086997,-48.60999
18831,-27.086993,-48.609983
18832,-27.086991,-48.609981
18833,-27.08699,-48.609979
18834,-27.086986,-48.609972
18835,-27.086984,-48.609969
18836,-27.086983,-48.609967
18837,-27.086987,-48.609961
18838,-27.086982,-48.609953
18839,-27.086981,-48.609951
18840,-27.086979,-48.609948
18841,-27.086977,-48.609944
18842,-27.086976,-48.609942
18843,-27.086972,-48.609936
18844,-27.08697,-48.609934
18845,-27.08697,-48.609932
18846,-27.086967,-48.609928
18847,-27.086966,-48.609926
18848,-27.086964,-48.609922
18849,-27.086962,-48.609919
18850,-27.086957,-48.609911
18851,-27.086955,-48.609909
18852,-27.086955,-48.609907
18853,-27.086953,-48.609905
18854,-27.086952,-48.609903
18855,-27.086951,-48.609901
18856,-27.086947,-48.609894
18857,-27.086946,-48.609892
18858,-27.086943,-48.609888
18859,-27.086942,-48.609886
18860,-27.08694,-48.609884
18861,-27.086938,-48.609879
18862,-27.086936,-48.609876
18863,-27.086932,-48.60987
18864,-27.086931,-48.609868
18865,-27.08693,-48.609866
18866,-27.086929,-48.609864
18867,-27.086927,-48.609861
18868,-27.086922,-48.609853
18869,-27.086921,-48.609851
18870,-27.086918,-48.609846
18871,-27.086916,-48.609844
18872,-27.086915,-48.609841
18873,-27.086912,-48.609836
18874,-27.086909,-48.609832
18875,-27.086908,-48.60983
18876,-27.086907,-48.609828
18877,-27.086904,-48.609824
18878,-27.086903,-48.609822
18879,-27.086902,-48.60982
18880,-27.086901,-48.609818
18881,-27.086899,-48.609815
18882,-27.086897,-48.609812
18883,-27.086895,-48.609808
18884,-27.086893,-48.609806
18885,-27.086892,-48.609803
18886,-27.086891,-48.609801
18887,-27.086889,-48.609798
18888,-27.086887,-48.609795
18889,-27.086884,-48.60979
18890,-27.086882,-48.609787
18891,-27.086879,-48.609781
18892,-27.086877,-48.609779
18893,-27.086874,-48.609774
18894,-27.086873,-48.609772
18895,-27.086872,-48.60977
18896,-27.086869,-48.609766
18897,-27.086867,-48.609762
18898,-27.086866,-48.60976
18899,-27.086863,-48.609755
18900,-27.086861,-48.609753
18901,-27.086861,-48.609751
18902,-27.086858,-48.609747
18903,-27.086866,-48.60975
18904,-27.086865,-48.609748
18905,-27.086862,-48.609743
18906,-27.086861,-48.609741
18907,-27.086858,-48.609735
18908,-27.086856,-48.609733
18909,-27.086856,-48.609731
18910,-27.086853,-48.609728
18911,-27.086852,-48.609726
18912,-27.086851,-48.609724
18913,-27.086849,-48.609721
18914,-27.086847,-48.609716
18915,-27.086845,-48.609714
18916,-27.086843,-48.60971
18917,-27.086841,-48.609707
18918,-27.086838,-48.609701
18919,-27.086837,-48.609699
18920,-27.086833,-48.609693
18921,-27.086832,-48.609691
18922,-27.086829,-48.609686
18923,-27.086828,-48.609684
18924,-27.086824,-48.609678
18925,-27.086823,-48.609676
18926,-27.086822,-48.609674
18927,-27.08682,-48.609672
18928,-27.086818,-48.609668
18929,-27.086815,-48.609664
18930,-27.086813,-48.60966
18931,-27.086812,-48.609658
18932,-27.086808,-48.609652
18933,-27.086807,-48.60965
18934,-27.086804,-48.609644
18935,-27.086803,-48.609642
18936,-27.086798,-48.609635
18937,-27.086797,-48.609633
18938,-27.086795,-48.60963
18939,-27.086794,-48.609627
18940,-27.08679,-48.609621
18941,-27.086788,-48.609619
18942,-27.086787,-48.609617
18943,-27.086784,-48.609611
18944,-27.086783,-48.609609
18945,-27.086781,-48.609607
18946,-27.086779,-48.609603
18947,-27.086778,-48.609601
18948,-27.086774,-48.609595
18949,-27.086773,-48.609592
18950,-27.08677,-48.609589
18951,-27.086769,-48.609587
18952,-27.086767,-48.609584
18953,-27.086764,-48.609579
18954,-27.086763,-48.609577
18955,-27.086762,-48.609575
18956,-27.086759,-48.60957
18957,-27.086757,-48.609568
18958,-27.086756,-48.609565
18959,-27.086755,-48.609563
18960,-27.086754,-48.609561
18961,-27.086749,-48.609554
18962,-27.086746,-48.609548
18963,-27.086745,-48.609546
18964,-27.086742,-48.609543
18965,-27.086741,-48.609539
18966,-27.086739,-48.609535
18967,-27.086737,-48.609533
18968,-27.086736,-48.60953
18969,-27.086734,-48.609527
18970,-27.086731,-48.609523
18971,-27.086728,-48.609518
18972,-27.086727,-48.609516
18973,-27.086726,-48.609514
18974,-27.086724,-48.609511
18975,-27.086721,-48.609506
18976,-27.086719,-48.609503
18977,-27.086716,-48.609498
18978,-27.086714,-48.609494
18979,-27.086711,-48.609491
18980,-27.086711,-48.609489
18981,-27.086709,-48.609486
18982,-27.086706,-48.609481
18983,-27.086704,-48.609478
18984,-27.086703,-48.609476
18985,-27.086701,-48.609474
18986,-27.0867,-48.609472
18987,-27.086699,-48.60947
18988,-27.086695,-48.609464
18989,-27.086694,-48.609462
18990,-27.086693,-48.60946
18991,-27.08669,-48.609456
18992,-27.086689,-48.609454
18993,-27.086685,-48.609448
18994,-27.086684,-48.609446
18995,-27.086683,-48.609444
18996,-27.08668,-48.609439
18997,-27.086679,-48.609437
18998,-27.086677,-48.609434
18999,-27.086676,-48.609432
19000,-27.086675,-48.60943
19001,-27.08667,-48.609422
19002,-27.086669,-48.60942
19003,-27.086667,-48.609418
19004,-27.086665,-48.609414
19005,-27.08666,-48.609406
19006,-27.086659,-48.609404
19007,-27.086657,-48.609402
19008,-27.086657,-48.6094
19009,-27.086655,-48.609398
19010,-27.086651,-48.609391
19011,-27.08665,-48.609389
19012,-27.086645,-48.609381
19013,-27.086643,-48.609379
19014,-27.086642,-48.609377
19015,-27.086641,-48.609375
19016,-27.08664,-48.609373
19017,-27.086635,-48.609365
19018,-27.086634,-48.609363
19019,-27.08663,-48.609357
19020,-27.086628,-48.609355
19021,-27.086625,-48.60935
19022,-27.086624,-48.609348
19023,-27.086623,-48.609346
19024,-27.086618,-48.609338
19025,-27.086617,-48.609335
19026,-27.086615,-48.609334
19027,-27.086613,-48.609332
19028,-27.086608,-48.609324
19029,-27.086608,-48.609322
19030,-27.086606,-48.609319
19031,-27.086604,-48.609316
19032,-27.086602,-48.609314
19033,-27.086599,-48.609308
19034,-27.086598,-48.609306
19035,-27.086593,-48.609299
19036,-27.086592,-48.609297
19037,-27.08659,-48.609294
19038,-27.086588,-48.609291
19039,-27.086583,-48.609283
19040,-27.086582,-48.609281
19041,-27.08658,-48.609277
19042,-27.086578,-48.609275
19043,-27.086577,-48.609273
19044,-27.086574,-48.609267
19045,-27.086572,-48.609266
19046,-27.086571,-48.609263
19047,-27.086568,-48.609259
19048,-27.086566,-48.609256
19049,-27.086564,-48.609252
19050,-27.086562,-48.609249
19051,-27.086558,-48.609243
19052,-27.086556,-48.60924
19053,-27.086555,-48.609238
19054,-27.086553,-48.609235
19055,-27.086551,-48.609231
19056,-27.086548,-48.609227
19057,-27.086547,-48.609225
19058,-27.086546,-48.609223
19059,-27.086545,-48.609221
19060,-27.086543,-48.609219
19061,-27.086541,-48.609215
19062,-27.086538,-48.609211
19063,-27.086535,-48.609207
19064,-27.086533,-48.609203
19065,-27.08653,-48.609198
19066,-27.086529,-48.609196
19067,-27.086527,-48.609193
19068,-27.086525,-48.60919
19069,-27.086523,-48.609187
19070,-27.086521,-48.609184
19071,-27.08652,-48.609182
19072,-27.086518,-48.609179
19073,-27.086515,-48.609174
19074,-27.086513,-48.609172
19075,-27.086512,-48.60917
19076,-27.08651,-48.609166
19077,-27.086508,-48.609164
19078,-27.086504,-48.609158
19079,-27.086503,-48.609156
19080,-27.0865,-48.609152
19081,-27.0865,-48.60915
19082,-27.086498,-48.609147
19083,-27.086495,-48.609144
19084,-27.086493,-48.60914
19085,-27.086491,-48.609137
19086,-27.086488,-48.609133
19087,-27.086486,-48.60913
19088,-27.086484,-48.609125
19089,-27.086499,-48.609131
19090,-27.086495,-48.609125
19091,-27.086494,-48.609123
19092,-27.08649,-48.609118
19093,-27.086489,-48.609116
19094,-27.086486,-48.609111
19095,-27.086485,-48.609109
19096,-27.086484,-48.609107
19097,-27.086482,-48.609105
19098,-27.08648,-48.609101
19099,-27.086478,-48.609098
19100,-27.086475,-48.609093
19101,-27.086474,-48.609091
19102,-27.086473,-48.609089
19103,-27.08647,-48.609085
19104,-27.086466,-48.609078
19105,-27.086465,-48.609076
19106,-27.086462,-48.609072
19107,-27.086461,-48.60907
19108,-27.086457,-48.609065
19109,-27.086456,-48.609063
19110,-27.086454,-48.609059
19111,-27.086453,-48.609057
19112,-27.086452,-48.609055
19113,-27.086449,-48.609051
19114,-27.086447,-48.609048
19115,-27.086446,-48.609046
19116,-27.086442,-48.60904
19117,-27.086441,-48.609038
19118,-27.086438,-48.609033
19119,-27.086436,-48.609031
19120,-27.086432,-48.609024
19121,-27.086431,-48.609022
19122,-27.086429,-48.60902
19123,-27.086428,-48.609017
19124,-27.086427,-48.609015
19125,-27.086424,-48.609012
19126,-27.086423,-48.60901
19127,-27.086422,-48.609008
19128,-27.086419,-48.609002
19129,-27.086417,-48.609
19130,-27.086416,-48.608998
19131,-27.086414,-48.608995
19132,-27.086412,-48.608993
19133,-27.086409,-48.608987
19134,-27.086408,-48.608985
19135,-27.086405,-48.608981
19136,-27.086404,-48.608979
19137,-27.086402,-48.608977
19138,-27.086399,-48.608972
19139,-27.086398,-48.60897
19140,-27.086397,-48.608968
19141,-27.086394,-48.608964
19142,-27.086392,-48.608961
19143,-27.086391,-48.608959
19144,-27.086389,-48.608956
19145,-27.086388,-48.608954
19146,-27.086385,-48.60895
19147,-27.086382,-48.608945
19148,-27.08638,-48.608943
19149,-27.086377,-48.608938
19150,-27.086376,-48.608935
19151,-27.086384,-48.60894
19152,-27.086383,-48.608937
19153,-27.086381,-48.608935
19154,-27.086379,-48.608931
19155,-27.086376,-48.608927
19156,-27.086375,-48.608925
19157,-27.086374,-48.608923
19158,-27.086372,-48.60892
19159,-27.086369,-48.608915
19160,-27.086368,-48.608913
19161,-27.086365,-48.608908
19162,-27.086363,-48.608905
19163,-27.08636,-48.608901
19164,-27.086359,-48.608899
19165,-27.086355,-48.608893
19166,-27.086354,-48.608891
19167,-27.086353,-48.608889
19168,-27.086351,-48.608887
19169,-27.086349,-48.608884
19170,-27.086346,-48.608878
19171,-27.086345,-48.608876
19172,-27.086341,-48.608871
19173,-27.086337,-48.608864
19174,-27.086336,-48.608862
19175,-27.086334,-48.60886
19176,-27.086332,-48.608856
19177,-27.086329,-48.608851
19178,-27.086328,-48.608849
19179,-27.086323,-48.608841
19180,-27.086321,-48.608839
19181,-27.086318,-48.608834
19182,-27.086313,-48.608826
19183,-27.086312,-48.608824
19184,-27.086311,-48.608822
19185,-27.086308,-48.608819
19186,-27.086305,-48.608813
19187,-27.086303,-48.608811
19188,-27.086299,-48.608804
19189,-27.086297,-48.608801
19190,-27.086294,-48.608797
19191,-27.086293,-48.608795
19192,-27.08629,-48.60879
19193,-27.086289,-48.608788
19194,-27.086286,-48.608783
19195,-27.086284,-48.608781
19196,-27.086281,-48.608776
19197,-27.08628,-48.608774
19198,-27.086276,-48.608768
19199,-27.086275,-48.608765
19200,-27.086273,-48.608764
19201,-27.086272,-48.608761
19202,-27.086278,-48.608754
19203,-27.086275,-48.608748
19204,-27.086274,-48.608746
19205,-27.086272,-48.608744
19206,-27.08627,-48.608741
19207,-27.086269,-48.608739
19208,-27.086266,-48.608733
19209,-27.086264,-48.608731
19210,-27.086263,-48.608729
19211,-27.086261,-48.608726
19212,-27.08626,-48.608724
19213,-27.086258,-48.60872
19214,-27.086257,-48.608718
19215,-27.086252,-48.608711
19216,-27.086252,-48.608709
19217,-27.08625,-48.608707
19218,-27.086249,-48.608705
19219,-27.086248,-48.608703
19220,-27.086247,-48.608701
19221,-27.086244,-48.608696
19222,-27.086243,-48.608694
19223,-27.086241,-48.608692
19224,-27.086239,-48.608689
19225,-27.086239,-48.608687
19226,-27.086237,-48.608685
19227,-27.086235,-48.608682
19228,-27.086234,-48.60868
19229,-27.08623,-48.608674
19230,-27.086228,-48.60867
19231,-27.086227,-48.608668
19232,-27.086226,-48.608666
19233,-27.086225,-48.608664
19234,-27.086224,-48.608662
19235,-27.086222,-48.608659
19236,-27.08622,-48.608657
19237,-27.086219,-48.608654
19238,-27.086217,-48.608651
19239,-27.086215,-48.608647
19240,-27.086213,-48.608644
19241,-27.086211,-48.608642
19242,-27.086211,-48.60864
19243,-27.086209,-48.608638
19244,-27.086206,-48.608632
19245,-27.086204,-48.608629
19246,-27.086203,-48.608627
19247,-27.086201,-48.608624
19248,-27.086199,-48.608622
19249,-27.086198,-48.608618
19250,-27.086196,-48.608617
19251,-27.086195,-48.608614
19252,-27.086193,-48.608612
19253,-27.086192,-48.608609
19254,-27.086191,-48.608607
19255,-27.08619,-48.608605
19256,-27.086187,-48.608601
19257,-27.086183,-48.608594
19258,-27.086182,-48.608592
19259,-27.086179,-48.608588
19260,-27.086177,-48.608585
19261,-27.086174,-48.608581
19262,-27.086173,-48.608578
19263,-27.086171,-48.608576
19264,-27.086167,-48.608569
19265,-27.086164,-48.608564
19266,-27.086172,-48.608577
19267,-27.086168,-48.608571
19268,-27.086167,-48.608569
19269,-27.086164,-48.608565
19270,-27.086163,-48.608563
19271,-27.08616,-48.608559
19272,-27.086159,-48.608557
19273,-27.086157,-48.608553
19274,-27.086155,-48.60855
19275,-27.086153,-48.608547
19276,-27.08615,-48.608543
19277,-27.086149,-48.608541
19278,-27.086146,-48.608536
19279,-27.086141,-48.60853
19280,-27.08614,-48.608528
19281,-27.086138,-48.608524
19282,-27.086136,-48.608522
19283,-27.086134,-48.608518
19284,-27.086132,-48.608516
19285,-27.08613,-48.608513
19286,-27.086128,-48.60851
19287,-27.086126,-48.608506
19288,-27.086123,-48.608503
19289,-27.086122,-48.608501
19290,-27.086119,-48.608496
19291,-27.086118,-48.608494
19292,-27.086115,-48.60849
19293,-27.086113,-48.608488
19294,-27.08611,-48.608483
19295,-27.086107,-48.608478
19296,-27.086106,-48.608476
19297,-27.086104,-48.608474
19298,-27.086102,-48.608471
19299,-27.0861,-48.608468
19300,-27.086096,-48.608463
19301,-27.086095,-48.608461
19302,-27.086094,-48.608459
19303,-27.086092,-48.608457
19304,-27.086091,-48.608455
19305,-27.086087,-48.60845
19306,-27.086086,-48.608448
19307,-27.086084,-48.608444
19308,-27.086081,-48.60844
19309,-27.086078,-48.608437
19310,-27.086077,-48.608435
19311,-27.086076,-48.608433
19312,-27.086074,-48.60843
19313,-27.086072,-48.608427
19314,-27.08607,-48.608425
19315,-27.086069,-48.608423
19316,-27.086068,-48.608421
19317,-27.086065,-48.608417
19318,-27.086062,-48.608414
19319,-27.08606,-48.60841
19320,-27.086076,-48.608422
19321,-27.086074,-48.608419
19322,-27.086072,-48.608416
19323,-27.086071,-48.608414
19324,-27.086069,-48.608412
19325,-27.086068,-48.60841
19326,-27.086065,-48.608406
19327,-27.086063,-48.608403
19328,-27.086062,-48.608401
19329,-27.086059,-48.608397
19330,-27.086057,-48.608393
19331,-27.086055,-48.608391
19332,-27.086052,-48.608387
19333,-27.086051,-48.608385
19334,-27.086049,-48.608382
19335,-27.086047,-48.60838
19336,-27.086046,-48.608378
19337,-27.086043,-48.608374
19338,-27.086041,-48.608371
19339,-27.086039,-48.608369
19340,-27.086038,-48.608367
19341,-27.086035,-48.608362
19342,-27.086033,-48.60836
19343,-27.086032,-48.608358
19344,-27.08603,-48.608356
19345,-27.086026,-48.60835
19346,-27.086025,-48.608348
19347,-27.086021,-48.608344
19348,-27.08602,-48.608342
19349,-27.086019,-48.60834
19350,-27.086017,-48.608338
19351,-27.086016,-48.608336
19352,-27.086013,-48.608332
19353,-27.086011,-48.60833
19354,-27.08601,-48.608328
19355,-27.086008,-48.608326
19356,-27.086004,-48.60832
19357,-27.086002,-48.608318
19358,-27.086001,-48.608316
19359,-27.085999,-48.608314
19360,-27.085996,-48.60831
19361,-27.085994,-48.608308
19362,-27.08599,-48.608303
19363,-27.085988,-48.6083
19364,-27.085986,-48.608298
19365,-27.085982,-48.608292
19366,-27.08598,-48.608291
19367,-27.085979,-48.608289
19368,-27.085977,-48.608287
19369,-27.085973,-48.608282
19370,-27.085972,-48.60828
19371,-27.085968,-48.608275
19372,-27.085965,-48.608273
19373,-27.085999,-48.60828
19374,-27.085998,-48.608278
19375,-27.085995,-48.608273
19376,-27.085993,-48.608272
19377,-27.085991,-48.608268
19378,-27.085987,-48.608263
19379,-27.085983,-48.608258
19380,-27.08598,-48.608255
19381,-27.085979,-48.608253
19382,-27.085976,-48.608249
19383,-27.085974,-48.608247
19384,-27.085973,-48.608245
19385,-27.08597,-48.608242
19386,-27.085968,-48.608239
19387,-27.085966,-48.608237
19388,-27.085964,-48.608234
19389,-27.085962,-48.608232
19390,-27.085961,-48.60823
19391,-27.085959,-48.608228
19392,-27.085956,-48.608225
19393,-27.085954,-48.608222
19394,-27.085952,-48.60822
19395,-27.08595,-48.608218
19396,-27.085948,-48.608215
19397,-27.085947,-48.608213
19398,-27.085945,-48.608212
19399,-27.085942,-48.608208
19400,-27.085941,-48.608206
19401,-27.085939,-48.608204
19402,-27.085937,-48.608202
19403,-27.085934,-48.608199
19404,-27.085933,-48.608197
19405,-27.08593,-48.608194
19406,-27.085927,-48.608191
19407,-27.085925,-48.608188
19408,-27.085922,-48.608185
19409,-27.08592,-48.608183
19410,-27.085918,-48.608181
19411,-27.085914,-48.608176
19412,-27.085912,-48.608174
19413,-27.08591,-48.608172
19414,-27.085906,-48.608168
19415,-27.085905,-48.608166
19416,-27.085903,-48.608164
19417,-27.085901,-48.608162
19418,-27.0859,-48.60816
19419,-27.085897,-48.608158
19420,-27.085946,-48.608184
19421,-27.085944,-48.608181
19422,-27.085943,-48.608179
19423,-27.085942,-48.608177
19424,-27.085939,-48.608174
19425,-27.085938,-48.608172
19426,-27.085937,-48.60817
19427,-27.085935,-48.608168
19428,-27.085933,-48.608165
19429,-27.08593,-48.608161
19430,-27.085927,-48.608157
19431,-27.085925,-48.608154
19432,-27.085923,-48.608151
19433,-27.085922,-48.608149
19434,-27.08592,-48.608147
19435,-27.085919,-48.608145
19436,-27.085917,-48.608142
19437,-27.085914,-48.608138
19438,-27.085911,-48.608134
19439,-27.08591,-48.608132
19440,-27.085909,-48.60813
19441,-27.085907,-48.608128
19442,-27.085906,-48.608126
19443,-27.085904,-48.608123
19444,-27.085903,-48.608121
